order_id,item_id,quantity
O03398,M0107,2
O04424,M0242,4
O01307,M0266,4
O01663,M0359,1
O02062,M0081,3
O04649,M0186,4
O01423,M0296,1
O03883,M0342,4
O02538,M0154,1
O03499,M0005,2
O01595,M0390,2
O04440,M0286,1
O03859,M0003,1
O02656,M0041,1
O01465,M0270,4
O02558,M0174,1
O01230,M0011,2
O01305,M0375,1
O00674,M0371,4
O02957,M0153,3
O02225,M0035,4
O02257,M0272,4
O01127,M0338,1
O00456,M0138,4
O03401,M0068,4
O02618,M0333,1
O00801,M0183,2
O03324,M0349,4
O02072,M0142,2
O00417,M0118,4
O00454,M0247,3
O02395,M0377,2
O01653,M0007,3
O04159,M0253,2
O01949,M0353,2
O03260,M0274,1
O03492,M0026,1
O02127,M0172,4
O04870,M0079,2
O01103,M0206,4
O00619,M0138,3
O04098,M0361,1
O03771,M0004,1
O02990,M0023,1
O04633,M0222,4
O04992,M0248,2
O00227,M0317,2
O02871,M0038,2
O00379,M0062,2
O04504,M0371,3
O01035,M0122,2
O01224,M0290,4
O00031,M0138,2
O03905,M0300,3
O04142,M0083,1
O02816,M0275,3
O02644,M0064,1
O03518,M0109,4
O00683,M0145,2
O00159,M0239,3
O03765,M0155,1
O02538,M0094,3
O04599,M0240,2
O04775,M0211,2
O03158,M0067,3
O04926,M0041,2
O00575,M0092,3
O04712,M0241,4
O01931,M0389,4
O03778,M0246,2
O02113,M0153,2
O02505,M0102,3
O02493,M0319,4
O04251,M0254,2
O04945,M0193,3
O03904,M0057,3
O03327,M0386,3
O01826,M0266,1
O01284,M0315,1
O01855,M0139,1
O02432,M0065,3
O03858,M0298,4
O00415,M0321,1
O00409,M0291,3
O00078,M0308,1
O03433,M0358,3
O03957,M0117,4
O03402,M0066,3
O01375,M0208,4
O01134,M0065,3
O02144,M0305,2
O00271,M0114,4
O04912,M0119,1
O04878,M0390,1
O02199,M0323,1
O00822,M0348,3
O01215,M0239,2
O00891,M0364,1
O03770,M0095,2
O03245,M0160,1
O02119,M0252,3
O03450,M0293,1
O00095,M0325,1
O04274,M0137,2
O01825,M0112,3
O04322,M0378,3
O03674,M0157,2
O01294,M0295,2
O02647,M0316,4
O03404,M0356,4
O03905,M0043,3
O02042,M0305,1
O01383,M0086,4
O01340,M0380,3
O03810,M0374,2
O03299,M0167,1
O00350,M0369,2
O01174,M0310,1
O04708,M0020,1
O03542,M0154,4
O03331,M0035,3
O02467,M0075,4
O04123,M0251,2
O02662,M0163,3
O00431,M0366,3
O01443,M0329,2
O01024,M0206,4
O04905,M0074,1
O03547,M0227,3
O02193,M0293,2
O01610,M0157,2
O04707,M0205,1
O02271,M0164,2
O04833,M0094,3
O01430,M0263,4
O04571,M0356,2
O02740,M0234,2
O02033,M0262,1
O01814,M0127,1
O03944,M0120,3
O02789,M0128,2
O00414,M0093,2
O03467,M0159,1
O01465,M0079,3
O03897,M0130,1
O04670,M0276,3
O01564,M0366,4
O01289,M0029,2
O01886,M0178,1
O02656,M0038,4
O00395,M0065,2
O01082,M0168,1
O00233,M0250,1
O02996,M0183,3
O04378,M0256,1
O04815,M0137,1
O02240,M0078,2
O02451,M0175,4
O02504,M0037,1
O04864,M0318,2
O03042,M0191,1
O01079,M0165,2
O04184,M0019,4
O04235,M0039,1
O02044,M0376,3
O00175,M0179,2
O02541,M0313,3
O00561,M0316,4
O00902,M0171,4
O02573,M0184,4
O00994,M0201,4
O01890,M0089,2
O02275,M0210,2
O00143,M0221,1
O03363,M0069,1
O04395,M0337,3
O03544,M0122,3
O01077,M0005,1
O03754,M0224,1
O02562,M0022,3
O01261,M0029,3
O04974,M0288,4
O04104,M0184,4
O04880,M0229,4
O00634,M0157,2
O01768,M0355,4
O00197,M0259,1
O04857,M0020,1
O00362,M0041,3
O03421,M0376,1
O00411,M0376,2
O04915,M0077,4
O04207,M0269,1
O04407,M0305,2
O00314,M0144,4
O00939,M0198,2
O04546,M0268,1
O03340,M0261,4
O04389,M0376,3
O00726,M0271,3
O03445,M0306,1
O02872,M0322,1
O04844,M0196,3
O03279,M0389,2
O03115,M0246,2
O04293,M0018,1
O03926,M0080,4
O01283,M0001,1
O02379,M0230,2
O01583,M0235,2
O02882,M0216,3
O00146,M0239,2
O00236,M0274,2
O00408,M0394,4
O04946,M0228,3
O00846,M0329,3
O02840,M0146,2
O03373,M0237,1
O02132,M0199,4
O02159,M0289,1
O03562,M0195,4
O03682,M0191,1
O04598,M0173,4
O00828,M0044,4
O02494,M0182,4
O00373,M0180,3
O03295,M0107,3
O02040,M0385,1
O04127,M0025,4
O01717,M0302,2
O00134,M0369,1
O01104,M0179,3
O03511,M0170,2
O01968,M0395,4
O03907,M0247,2
O00151,M0347,2
O00815,M0194,4
O04565,M0247,1
O04849,M0083,4
O00883,M0191,3
O04486,M0247,2
O00104,M0053,2
O02152,M0341,1
O01135,M0192,3
O02761,M0165,1
O00474,M0176,3
O04833,M0017,1
O04617,M0301,2
O04654,M0254,4
O03754,M0122,4
O01107,M0159,4
O00798,M0201,2
O00109,M0104,3
O02038,M0270,2
O00487,M0015,1
O04754,M0041,3
O01831,M0161,2
O02517,M0317,2
O00146,M0252,3
O00872,M0225,4
O02574,M0139,4
O03175,M0079,4
O01595,M0184,1
O04276,M0311,4
O01285,M0075,3
O01272,M0232,3
O03312,M0029,1
O01360,M0066,2
O00307,M0067,2
O02351,M0020,3
O03132,M0381,4
O03700,M0053,2
O02945,M0041,3
O04249,M0289,1
O02150,M0053,2
O04153,M0007,3
O00569,M0212,4
O03534,M0023,1
O01473,M0112,2
O03997,M0270,3
O02257,M0249,1
O04782,M0286,4
O01587,M0214,1
O02674,M0072,4
O03203,M0314,3
O04520,M0145,3
O02482,M0080,1
O01186,M0082,3
O04550,M0077,3
O04397,M0279,4
O01568,M0371,1
O02002,M0237,2
O03785,M0040,3
O03007,M0022,2
O00604,M0057,1
O01250,M0195,4
O04811,M0063,3
O00996,M0310,2
O04701,M0210,1
O03140,M0044,1
O02161,M0233,1
O04108,M0291,1
O00836,M0298,2
O02584,M0194,2
O02489,M0372,4
O03353,M0287,2
O02372,M0033,1
O01806,M0135,1
O02302,M0048,2
O00572,M0265,1
O00909,M0288,1
O02557,M0005,3
O00704,M0358,2
O01283,M0162,1
O03645,M0301,1
O02538,M0160,4
O00316,M0258,3
O03393,M0001,3
O00392,M0198,4
O00820,M0152,4
O04314,M0109,1
O00179,M0102,1
O02152,M0182,4
O02227,M0162,4
O01026,M0392,2
O03750,M0168,4
O04913,M0138,1
O03728,M0372,3
O00224,M0114,2
O03685,M0136,3
O04757,M0315,4
O00031,M0310,2
O02023,M0312,1
O01874,M0202,3
O00729,M0096,4
O02462,M0037,1
O03157,M0009,2
O01375,M0219,4
O02873,M0120,1
O04560,M0024,3
O04006,M0204,2
O00718,M0351,1
O00666,M0014,4
O02723,M0152,4
O00776,M0085,3
O01851,M0203,1
O03183,M0148,1
O00504,M0144,4
O02381,M0267,4
O03801,M0307,3
O04600,M0194,3
O04168,M0130,1
O03829,M0007,2
O03321,M0055,1
O00439,M0234,4
O00033,M0386,1
O03642,M0249,2
O03937,M0161,3
O04879,M0102,2
O00303,M0228,1
O00907,M0038,4
O00874,M0294,4
O00427,M0019,3
O00194,M0088,1
O02196,M0147,3
O00706,M0183,3
O04849,M0217,4
O02289,M0117,2
O01912,M0341,3
O04626,M0374,4
O02806,M0192,2
O01875,M0291,1
O03933,M0398,1
O01730,M0373,2
O02951,M0125,1
O00454,M0160,2
O03152,M0321,4
O02851,M0110,4
O00915,M0379,4
O03739,M0121,1
O03723,M0111,3
O03503,M0356,2
O02237,M0260,4
O01248,M0101,3
O04310,M0193,3
O01996,M0319,2
O03926,M0338,4
O04534,M0233,1
O02137,M0360,1
O01978,M0141,2
O01019,M0392,4
O04989,M0200,4
O00274,M0221,1
O02993,M0187,1
O03914,M0118,3
O03789,M0312,2
O00971,M0368,1
O03184,M0070,3
O00201,M0202,2
O03040,M0385,3
O03221,M0155,4
O01710,M0304,4
O00128,M0053,3
O02685,M0185,4
O00041,M0119,2
O02053,M0339,2
O03895,M0357,1
O04432,M0203,4
O04778,M0078,3
O02640,M0065,1
O02698,M0013,2
O03191,M0028,1
O00393,M0342,1
O00911,M0342,1
O00682,M0168,4
O00605,M0213,1
O04796,M0236,2
O04603,M0133,3
O04213,M0042,2
O00719,M0119,1
O00385,M0345,2
O01583,M0272,3
O03076,M0294,1
O04594,M0208,4
O01048,M0101,2
O00603,M0032,3
O02150,M0271,1
O04046,M0347,4
O02008,M0322,4
O02973,M0163,4
O00576,M0311,2
O01036,M0037,2
O01145,M0011,4
O01748,M0385,1
O04312,M0373,4
O02355,M0063,4
O03150,M0033,2
O00239,M0080,2
O03388,M0135,1
O03575,M0312,2
O03470,M0260,2
O02596,M0321,1
O03391,M0237,4
O02244,M0008,2
O01208,M0116,1
O04683,M0376,2
O01472,M0176,2
O04372,M0077,4
O03721,M0053,2
O03118,M0309,2
O03778,M0299,3
O04957,M0320,3
O01356,M0096,3
O01516,M0315,4
O02108,M0133,3
O04262,M0143,2
O03517,M0393,4
O04156,M0058,1
O00610,M0159,2
O01809,M0024,4
O02110,M0013,1
O02626,M0288,4
O03924,M0044,3
O02600,M0360,3
O04865,M0346,1
O03184,M0358,2
O03945,M0272,4
O04996,M0027,2
O02920,M0296,1
O01245,M0009,3
O03197,M0121,4
O01379,M0060,4
O01463,M0371,4
O03239,M0372,1
O01773,M0075,2
O02655,M0261,3
O00594,M0275,1
O01436,M0319,3
O02824,M0337,4
O03838,M0395,2
O03731,M0293,2
O04929,M0184,4
O04743,M0162,3
O00553,M0289,2
O02088,M0369,4
O02208,M0350,1
O00603,M0033,4
O01775,M0201,4
O00098,M0112,4
O01216,M0182,4
O03794,M0221,1
O00848,M0083,3
O04552,M0150,2
O01682,M0107,1
O00119,M0279,1
O02962,M0204,2
O00263,M0381,2
O04736,M0086,3
O04577,M0072,4
O01829,M0088,1
O00323,M0242,2
O00682,M0088,4
O01881,M0367,4
O02893,M0391,3
O04463,M0179,2
O01507,M0002,4
O01096,M0004,1
O03680,M0012,3
O01129,M0279,4
O02076,M0345,1
O03579,M0350,2
O04015,M0314,4
O01715,M0323,4
O02673,M0034,2
O02681,M0181,3
O00749,M0351,1
O00151,M0187,1
O00266,M0263,1
O02487,M0353,3
O01056,M0066,4
O01417,M0107,1
O00106,M0108,4
O00088,M0232,2
O01057,M0124,3
O00314,M0079,2
O00024,M0362,2
O02226,M0350,2
O02250,M0102,4
O02711,M0105,1
O03562,M0393,2
O04590,M0016,1
O03405,M0364,4
O01812,M0064,4
O03493,M0314,4
O04573,M0242,3
O00076,M0128,2
O00012,M0131,3
O02282,M0130,1
O00155,M0200,1
O03571,M0201,3
O04754,M0238,1
O00251,M0352,3
O02377,M0377,3
O04525,M0015,1
O02697,M0374,1
O04013,M0209,3
O01170,M0298,4
O01393,M0265,1
O04804,M0067,3
O00786,M0061,3
O00050,M0163,1
O04996,M0209,4
O00809,M0375,2
O01001,M0169,2
O02715,M0191,2
O02004,M0357,2
O01091,M0339,1
O02658,M0258,2
O03736,M0332,4
O02492,M0121,3
O02221,M0379,1
O02508,M0255,4
O01429,M0175,2
O04881,M0187,1
O00873,M0045,1
O02701,M0398,2
O02660,M0164,4
O01488,M0238,4
O04451,M0283,2
O03293,M0021,2
O00676,M0228,3
O04355,M0301,1
O01950,M0011,3
O02939,M0274,1
O04858,M0242,1
O04453,M0222,1
O02536,M0068,2
O04991,M0113,3
O02691,M0355,3
O02986,M0306,2
O00371,M0167,3
O04617,M0209,4
O02632,M0228,4
O04912,M0311,1
O00877,M0349,2
O03680,M0304,2
O00151,M0363,3
O02715,M0240,4
O01170,M0227,3
O02664,M0393,1
O00719,M0200,1
O04502,M0292,3
O04347,M0293,4
O00320,M0388,1
O02856,M0338,2
O01488,M0060,2
O01651,M0195,4
O00498,M0004,2
O02231,M0235,4
O00577,M0067,2
O00058,M0352,4
O02301,M0200,1
O00958,M0383,2
O04688,M0310,4
O04730,M0305,2
O03822,M0054,3
O03228,M0025,2
O01731,M0267,4
O04432,M0266,3
O01193,M0263,3
O04595,M0315,4
O04199,M0334,1
O04474,M0396,3
O01924,M0295,4
O03244,M0357,2
O00420,M0365,1
O00034,M0241,2
O04067,M0301,3
O04771,M0314,3
O02267,M0161,4
O02070,M0159,3
O00904,M0023,4
O03302,M0298,2
O03491,M0070,4
O02813,M0146,2
O02439,M0394,4
O02906,M0291,1
O03204,M0016,3
O02044,M0175,2
O04225,M0169,1
O03786,M0311,4
O02981,M0260,3
O03691,M0260,2
O04071,M0169,4
O04524,M0037,4
O03908,M0270,3
O01787,M0157,1
O04005,M0356,2
O00466,M0227,1
O03818,M0239,4
O00770,M0352,2
O02592,M0337,1
O00022,M0252,2
O03178,M0299,2
O01218,M0098,2
O04105,M0165,3
O00112,M0121,2
O03349,M0298,3
O01065,M0284,3
O00355,M0373,2
O01837,M0045,2
O03217,M0162,2
O01300,M0235,2
O02569,M0356,3
O00974,M0146,4
O01277,M0135,1
O01544,M0072,2
O02013,M0138,4
O03992,M0039,3
O03473,M0314,3
O00274,M0300,2
O02925,M0161,3
O02824,M0356,4
O00344,M0077,1
O00336,M0211,1
O03853,M0129,1
O01594,M0215,3
O02175,M0185,3
O03852,M0201,1
O01312,M0056,2
O04892,M0048,2
O03913,M0347,1
O03429,M0167,1
O03585,M0377,4
O00847,M0079,2
O01225,M0278,2
O00217,M0187,4
O02426,M0146,4
O04567,M0356,3
O02035,M0344,1
O02103,M0190,3
O02653,M0175,3
O00419,M0065,4
O01739,M0362,3
O03512,M0004,4
O04084,M0250,3
O01773,M0119,2
O03999,M0210,2
O04724,M0371,1
O02154,M0348,4
O00290,M0015,2
O02001,M0205,4
O01165,M0218,1
O01506,M0352,2
O01227,M0032,4
O03069,M0173,1
O03281,M0054,4
O04961,M0020,4
O03787,M0013,1
O02792,M0348,1
O01415,M0020,1
O01698,M0300,2
O02072,M0159,1
O03745,M0224,4
O01341,M0059,4
O01494,M0373,1
O04516,M0333,2
O01947,M0387,2
O04819,M0377,1
O04885,M0081,4
O04993,M0076,1
O00021,M0173,2
O00204,M0246,1
O01308,M0089,4
O00346,M0029,2
O01191,M0262,2
O03796,M0228,3
O01490,M0233,1
O02586,M0147,3
O04023,M0377,4
O01365,M0281,2
O00510,M0205,2
O01235,M0082,1
O00649,M0086,4
O04727,M0284,1
O02385,M0133,4
O03434,M0188,3
O01126,M0380,3
O04023,M0210,1
O04652,M0214,1
O03495,M0136,4
O01275,M0356,3
O02807,M0091,3
O03777,M0112,4
O04507,M0239,3
O03845,M0254,3
O00116,M0227,1
O04965,M0140,4
O02606,M0246,4
O03754,M0398,1
O03556,M0045,2
O04211,M0257,4
O01255,M0280,3
O01271,M0205,1
O04905,M0070,2
O03286,M0352,1
O03094,M0132,1
O03585,M0014,1
O02799,M0101,4
O00611,M0331,4
O00273,M0172,4
O03259,M0278,1
O01649,M0039,4
O03097,M0157,4
O04729,M0189,1
O01183,M0239,2
O01010,M0090,3
O01094,M0286,3
O01952,M0192,3
O00682,M0205,1
O00695,M0296,1
O04558,M0349,3
O04557,M0011,4
O00023,M0360,1
O03861,M0001,4
O03981,M0053,3
O01398,M0021,4
O03829,M0333,1
O00450,M0242,3
O00477,M0146,2
O01843,M0218,3
O03627,M0306,4
O03712,M0359,2
O02406,M0212,1
O00440,M0168,1
O00751,M0018,1
O00420,M0347,4
O00418,M0055,4
O04549,M0378,3
O00231,M0372,2
O00097,M0191,1
O01218,M0179,3
O04632,M0243,2
O01882,M0361,2
O00269,M0042,1
O01411,M0318,4
O02986,M0320,4
O02204,M0332,4
O02735,M0328,2
O04909,M0217,3
O04875,M0384,4
O02534,M0131,2
O02839,M0078,4
O02113,M0343,2
O00461,M0145,1
O03314,M0146,1
O02861,M0399,2
O03612,M0150,1
O03002,M0048,2
O01953,M0235,2
O03639,M0217,4
O04698,M0395,4
O03108,M0274,1
O03087,M0393,1
O04344,M0164,3
O04067,M0393,1
O03751,M0155,1
O02976,M0267,3
O03203,M0265,1
O02254,M0140,1
O04224,M0030,2
O02765,M0258,4
O01401,M0146,1
O02913,M0228,3
O02176,M0170,1
O04628,M0317,4
O01713,M0094,3
O03063,M0392,2
O02600,M0075,4
O04843,M0056,1
O00955,M0047,1
O04245,M0191,1
O04377,M0129,4
O03476,M0262,3
O04887,M0114,2
O00626,M0125,3
O04726,M0211,1
O04097,M0341,2
O00429,M0338,4
O01627,M0334,3
O04358,M0005,1
O01280,M0076,4
O02169,M0080,3
O04058,M0340,2
O00071,M0172,3
O02429,M0280,2
O04706,M0265,4
O04490,M0053,2
O00527,M0389,3
O03855,M0350,3
O04988,M0374,3
O03661,M0157,4
O00041,M0151,2
O04784,M0127,4
O00850,M0247,3
O03887,M0093,1
O02149,M0221,1
O03753,M0094,4
O02753,M0275,1
O02224,M0177,2
O01483,M0217,4
O03506,M0318,4
O04831,M0278,4
O03856,M0170,3
O02284,M0169,3
O03703,M0389,3
O00568,M0121,3
O00035,M0060,2
O04762,M0355,2
O03408,M0002,3
O04933,M0223,2
O03717,M0171,1
O04764,M0107,3
O03088,M0128,1
O00909,M0079,3
O04326,M0147,3
O03921,M0310,2
O03457,M0369,3
O03336,M0061,1
O02951,M0210,4
O01115,M0362,2
O01967,M0032,4
O00232,M0337,4
O02747,M0315,3
O04248,M0016,3
O01902,M0053,4
O00288,M0068,2
O03683,M0326,3
O01977,M0128,1
O01747,M0226,2
O04031,M0035,4
O01327,M0146,3
O03741,M0181,4
O01541,M0033,1
O01066,M0321,1
O01718,M0279,1
O04027,M0279,2
O04568,M0250,1
O03237,M0214,1
O02613,M0357,3
O02841,M0319,3
O04208,M0206,4
O01898,M0182,4
O02672,M0363,3
O00655,M0268,1
O01354,M0322,2
O02774,M0072,1
O01404,M0340,4
O03546,M0300,1
O02590,M0315,3
O03196,M0302,3
O01439,M0275,2
O04364,M0147,4
O00295,M0169,2
O00365,M0125,1
O01805,M0346,2
O04427,M0285,4
O00747,M0376,2
O01718,M0382,2
O00138,M0107,4
O03127,M0268,4
O02401,M0065,4
O03937,M0280,4
O01116,M0219,3
O01525,M0242,2
O04336,M0237,4
O00239,M0370,2
O01226,M0004,4
O03677,M0288,2
O02201,M0225,1
O00060,M0209,2
O04399,M0117,2
O02179,M0327,3
O03017,M0246,2
O02803,M0218,2
O01581,M0333,2
O03711,M0256,1
O00459,M0131,3
O01745,M0174,3
O04785,M0241,2
O00499,M0065,4
O01808,M0382,2
O01395,M0282,3
O03672,M0012,3
O01338,M0131,1
O01249,M0170,3
O02767,M0149,4
O04270,M0310,2
O04742,M0231,4
O00317,M0151,1
O00852,M0213,4
O04571,M0276,1
O02947,M0299,4
O02339,M0205,4
O01908,M0271,4
O02813,M0195,1
O02434,M0143,3
O03533,M0256,2
O01698,M0096,2
O00578,M0354,2
O02322,M0279,3
O02886,M0274,4
O03586,M0015,1
O03468,M0083,2
O02145,M0161,3
O01308,M0216,3
O00261,M0250,4
O00197,M0326,3
O01691,M0031,1
O01055,M0368,1
O01847,M0126,1
O00962,M0124,4
O00747,M0389,4
O01178,M0279,2
O02030,M0183,4
O04504,M0320,1
O02626,M0281,1
O00313,M0277,1
O00959,M0188,2
O01694,M0235,3
O01620,M0167,4
O03756,M0011,2
O03686,M0252,2
O04191,M0393,4
O00581,M0164,4
O02997,M0312,4
O03016,M0237,3
O02896,M0254,3
O04656,M0176,3
O03014,M0014,3
O02656,M0333,2
O03169,M0069,1
O03630,M0059,3
O04211,M0187,3
O00609,M0287,2
O02827,M0083,3
O01074,M0379,3
O01175,M0032,4
O04339,M0331,2
O00609,M0202,3
O00789,M0035,2
O00759,M0154,3
O04026,M0152,3
O02619,M0077,1
O01676,M0021,2
O03880,M0323,4
O02147,M0238,2
O00211,M0263,2
O02460,M0030,2
O02969,M0350,2
O01412,M0371,1
O01381,M0378,3
O02341,M0005,2
O04774,M0103,4
O01914,M0149,1
O04718,M0129,1
O01443,M0367,1
O04520,M0020,3
O01350,M0182,4
O04684,M0163,1
O00221,M0145,4
O04979,M0130,1
O01117,M0336,2
O01261,M0167,3
O03332,M0005,1
O04536,M0305,1
O00933,M0105,3
O01911,M0135,3
O03875,M0036,2
O01756,M0308,4
O01441,M0237,4
O04480,M0213,1
O01521,M0253,2
O02379,M0066,1
O00955,M0078,1
O01356,M0318,1
O01670,M0258,1
O01834,M0021,1
O02376,M0304,3
O04592,M0018,2
O04307,M0309,1
O04556,M0280,1
O04739,M0195,4
O02475,M0185,2
O01543,M0060,1
O04717,M0303,1
O04204,M0079,1
O01778,M0099,3
O03216,M0288,2
O00771,M0227,2
O01913,M0390,4
O03267,M0251,1
O02461,M0365,1
O03968,M0044,1
O01784,M0354,1
O00944,M0260,4
O02381,M0019,3
O00248,M0058,2
O01688,M0082,1
O02040,M0140,3
O04854,M0189,4
O00228,M0253,1
O02098,M0266,4
O03202,M0177,1
O04063,M0233,3
O01258,M0184,4
O01246,M0116,1
O03092,M0388,2
O00964,M0202,1
O01605,M0340,4
O04128,M0373,1
O00761,M0334,1
O02585,M0395,4
O00254,M0097,4
O01686,M0031,4
O03269,M0237,1
O00112,M0177,3
O03299,M0306,4
O03254,M0352,2
O01122,M0393,2
O01788,M0354,4
O00486,M0015,4
O00886,M0381,3
O04284,M0005,1
O04752,M0254,1
O02248,M0336,1
O04583,M0216,2
O02046,M0094,2
O02444,M0111,1
O03328,M0173,4
O02402,M0147,2
O01402,M0125,4
O02745,M0308,1
O04734,M0253,2
O01165,M0269,3
O04438,M0355,2
O03063,M0282,3
O02248,M0183,3
O00923,M0109,1
O04720,M0216,1
O01760,M0160,2
O01927,M0220,4
O04446,M0288,2
O04488,M0364,4
O01602,M0203,2
O01191,M0124,1
O00267,M0133,2
O03369,M0131,4
O02983,M0266,3
O03386,M0216,3
O04238,M0221,4
O02178,M0051,4
O01892,M0252,1
O01068,M0020,4
O01868,M0055,4
O02728,M0177,2
O04712,M0227,4
O03274,M0020,1
O02132,M0184,3
O00040,M0263,1
O00909,M0384,3
O02074,M0041,3
O03600,M0092,1
O02553,M0365,2
O03107,M0036,1
O03393,M0276,4
O00969,M0053,3
O03168,M0016,2
O03073,M0039,1
O04231,M0312,2
O03275,M0384,1
O02727,M0175,3
O02209,M0195,3
O02116,M0090,4
O04103,M0127,4
O04150,M0386,3
O01897,M0256,4
O00734,M0137,1
O01626,M0149,3
O02579,M0144,3
O04642,M0182,4
O03474,M0015,1
O01892,M0004,1
O00760,M0308,4
O01128,M0078,4
O01228,M0113,4
O04810,M0242,3
O01030,M0354,1
O03646,M0381,2
O03200,M0272,2
O04384,M0189,1
O04759,M0167,4
O00176,M0300,2
O02119,M0016,1
O03330,M0350,3
O00272,M0279,1
O00571,M0097,4
O02127,M0386,1
O01971,M0141,3
O04604,M0140,2
O03882,M0238,1
O00128,M0354,4
O01415,M0250,3
O04722,M0172,1
O02498,M0093,3
O02090,M0146,4
O03505,M0295,3
O02406,M0071,1
O03900,M0357,3
O03565,M0067,4
O02809,M0087,1
O00099,M0058,4
O00548,M0332,4
O01677,M0139,3
O03777,M0297,3
O02613,M0300,2
O01919,M0161,1
O03353,M0365,2
O04513,M0117,2
O03462,M0143,4
O00747,M0352,1
O00435,M0047,4
O00105,M0239,1
O01028,M0350,3
O02768,M0230,4
O00614,M0378,2
O00336,M0139,3
O04583,M0145,1
O02363,M0089,2
O02568,M0366,3
O01227,M0278,2
O01748,M0248,2
O04382,M0242,3
O03321,M0338,4
O04701,M0285,1
O01705,M0025,2
O03397,M0167,4
O02244,M0327,4
O03870,M0050,1
O02799,M0266,2
O00531,M0269,4
O00308,M0346,3
O00598,M0370,1
O03995,M0373,1
O00951,M0214,1
O00624,M0154,4
O02112,M0131,4
O00670,M0053,2
O00495,M0389,4
O02976,M0156,2
O02474,M0251,2
O04229,M0280,3
O01514,M0124,4
O03956,M0150,4
O03756,M0003,1
O03841,M0287,1
O01205,M0175,2
O01414,M0172,1
O01285,M0045,1
O04511,M0084,2
O03328,M0248,1
O03352,M0341,4
O03375,M0373,1
O01216,M0278,4
O02954,M0369,2
O04500,M0111,3
O03764,M0033,4
O02519,M0207,2
O00889,M0394,1
O00114,M0097,4
O00079,M0388,1
O03662,M0024,2
O03993,M0267,1
O04324,M0324,4
O03561,M0385,2
O01346,M0019,4
O00288,M0293,2
O02237,M0259,3
O04865,M0080,4
O04029,M0370,3
O04431,M0226,4
O01442,M0316,4
O02848,M0031,4
O02347,M0345,3
O02788,M0203,3
O03618,M0069,4
O03858,M0203,3
O02263,M0046,2
O04114,M0053,4
O04801,M0139,4
O03905,M0296,3
O00029,M0021,2
O02518,M0171,2
O01222,M0032,2
O03584,M0092,4
O01850,M0030,2
O01025,M0381,4
O02095,M0177,2
O03042,M0227,2
O01979,M0006,1
O03781,M0386,3
O00322,M0376,4
O01861,M0172,1
O03545,M0264,3
O01202,M0332,2
O02227,M0239,4
O03921,M0189,1
O01026,M0176,2
O03951,M0390,1
O00507,M0369,3
O01720,M0205,4
O04920,M0107,2
O01115,M0253,4
O01889,M0112,3
O01062,M0077,3
O03279,M0082,2
O03813,M0072,2
O04074,M0346,2
O01526,M0173,2
O00836,M0019,2
O01880,M0368,4
O00436,M0004,3
O01168,M0336,2
O02057,M0018,2
O03652,M0006,3
O01619,M0098,2
O01611,M0350,1
O04403,M0264,2
O04370,M0144,3
O03266,M0325,1
O01048,M0185,4
O04485,M0321,1
O02207,M0238,2
O03604,M0052,3
O00932,M0245,4
O04681,M0338,4
O04427,M0009,4
O02424,M0190,3
O02517,M0155,2
O00786,M0189,4
O04419,M0114,4
O01289,M0223,3
O00247,M0166,2
O01192,M0323,4
O01624,M0332,4
O04280,M0272,3
O01673,M0135,2
O04311,M0285,2
O04688,M0020,2
O04942,M0234,4
O04243,M0112,2
O00658,M0356,3
O00188,M0122,2
O00775,M0305,3
O04765,M0346,4
O02830,M0186,1
O00245,M0066,3
O00096,M0203,4
O03559,M0378,4
O00302,M0207,4
O01829,M0153,4
O03421,M0242,1
O02440,M0291,4
O02021,M0073,3
O00730,M0375,1
O01894,M0271,3
O01518,M0159,2
O03848,M0196,2
O01251,M0053,3
O02888,M0290,4
O01983,M0347,4
O02417,M0106,4
O01867,M0306,3
O02760,M0306,3
O00060,M0103,3
O02625,M0381,3
O03398,M0186,4
O03015,M0102,1
O03850,M0030,4
O01780,M0017,1
O01226,M0379,1
O00129,M0340,2
O03832,M0105,4
O03081,M0114,2
O02875,M0377,4
O03779,M0105,2
O01393,M0374,2
O02336,M0259,4
O02195,M0289,2
O04903,M0034,4
O03207,M0003,1
O04754,M0064,1
O04942,M0006,3
O04496,M0266,4
O03247,M0369,1
O03624,M0107,2
O03387,M0159,3
O03665,M0397,2
O03843,M0264,3
O02975,M0323,3
O00749,M0248,4
O00478,M0316,1
O04911,M0102,4
O00793,M0213,3
O02997,M0327,1
O00119,M0147,3
O04021,M0127,3
O03429,M0223,3
O02089,M0253,2
O01916,M0277,4
O04499,M0030,3
O01072,M0257,1
O02718,M0200,4
O02825,M0045,2
O03625,M0278,3
O03682,M0227,1
O04862,M0271,2
O03646,M0141,2
O02163,M0182,1
O04967,M0207,3
O01756,M0258,1
O03237,M0081,3
O00474,M0077,2
O00370,M0262,4
O02298,M0202,2
O02173,M0114,3
O01903,M0184,3
O04329,M0208,3
O01449,M0058,2
O00837,M0352,3
O03186,M0017,2
O04133,M0232,1
O00042,M0267,1
O01717,M0170,3
O03438,M0319,3
O03128,M0219,1
O02455,M0301,1
O01737,M0245,4
O02127,M0226,3
O03765,M0221,1
O00672,M0219,1
O01526,M0091,1
O02770,M0023,2
O04707,M0349,4
O02565,M0180,4
O04119,M0365,1
O04613,M0328,1
O00348,M0155,1
